,nombre_actividad,lugar,categoria,puntuacion,imagen,precio
285,Higiene facial con masaje descontracturante de hombros y cervicales,Benestar (varios centros en Barcelona)                                                         (Barcelona),Limpieza facial,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/0/5695/1550028/vertic_372_270.jpg,75€
287,Iniciación al torno alfarero,Consell 81,Cursos de Manualidades y DIY,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/0/5089/1545870/vertic_372_270.jpg,30€
288,Introducción a la Cerámica Artesanal,Barcelona                                                         (Barcelona),Cursos de Manualidades y DIY,10,https://www.atrapalo.com/common/photo/event/4/8/8/6732/1408814/vertic_372_270.jpg,"48,60€"
289,Jazz & Blues al Atardecer en Barcelona: Paseo en Goleta con vistas,Moll de les Drassanes (Quiosco City Sailing Barcelona),Excursiones y paseos en barco,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/9/1577/1586931/vertic_372_270.jpg,19€
290,Jugando a detectives: resuelve el misterio en las calles de Barcelona,Tot Jugar,Gincanas y juegos de pistas,8.9,https://www.atrapalo.com/common/photo/event/2/9/9/713/382766/vertic_372_270.jpg,10€
291,La Barcelona de La Sombra del Viento y El Juego del Ángel,Puerta del Centro de Arte Santa Mónica                                                         (Barcelona),Rutas nocturnas y misteriosas,8.7,https://www.atrapalo.com/common/photo/event/2/5/7/61/157154/vertic_372_270.jpg,13€
292,"La Barcelona masónica, descubre sus secretos",,Rutas nocturnas y misteriosas,10,https://www.atrapalo.com/common/photo/event/4/8/8/9014/1425744/vertic_372_270.jpg,"12,60€"
293,La Barcelona medieval del barrio de la Ribera con La catedral del Mar,Biblioteca Arús                                                         (Barcelona),Tours y rutas culturales,9.7,https://www.atrapalo.com/common/photo/event/4/8/8/9003/1425671/vertic_372_270.jpg,"12,60€"
294,La Barcelona nazi,Plaça de Ramon Berenguer el Gran,Tours y rutas culturales,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/1/4932/1603482/vertic_372_270.jpg,"10,80€"
295,"La Biblioteca Mágica, sorprendentes hechizos para niños o adultos",Biblioteca Arús                                                         (Barcelona),Room Escape,9.5,https://www.atrapalo.com/common/photo/event/4/8/8/6662/1409699/vertic_372_270.jpg,"11,83€"
296,"La Roca Village Shopping Express, autocar directo desde Barcelona",Escape Room El Cubo,Excursiones de un día,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/9/0151/1436032/vertic_372_270.jpg,12€
297,La experiencia del bar de hielo en Icebarcelona,Barcelona Estació del Nord (Andén 17/18)                                                         (Barcelona),Degustaciones y experiencias gastronómicas,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/5/2669/1163724/vertic_372_270.jpg,"18,40€"
298,Laminado de cejas,Barcelona                                                         (Barcelona),Peluquería y maquillaje,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/0/8818/1568223/vertic_372_270.jpg,28€
299,Lección de tango en la azotea y bebidas en Barcelona,Studio Andrea Valencia,Clases de Tango,10,https://www.atrapalo.com/common/photo/event/4/8/5/2876/1165855/vertic_372_270.jpg,"25,20€"
300,Licencia de navegación o P.N.B online,Barcelona                                                         (Barcelona),"Pesca, náutica y navegación",Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/2/9136/1017597/vertic_372_270.jpg,65€
301,Lifting de pestañas más tinte con keratina y vitaminas,Port Olimpic - Navega Fácil,Peluquería y maquillaje,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/9/6992/1489671/vertic_372_270.jpg,"25,50€"
302,"Lifting de pestañas, tinte y queratina",La manzana de Eva,Peluquería y maquillaje,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/0/8774/1567881/vertic_372_270.jpg,"24,99€"
303,Limpieza facial + Vitamina C + Tratamiento Led,Studio Andrea Valencia,Limpieza facial,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/0/8022/1563622/vertic_372_270.jpg,"36,50€"
304,Limpieza facial completa clásica,La Coqueta de Gràcia,Limpieza facial,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/0/6416/1554703/vertic_372_270.jpg,50€
305,Limpieza facial con maderoterapia: piel rejuvenecida y relajada,Centro Meye Barcelona,Tratamiento y limpieza facial,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/9/1238/1444423/vertic_372_270.jpg,"45,50€"
306,Limpieza facial profunda,Nancy Center Spa Thailandés,Limpieza facial,Sin puntuación,Sin imagen,50€
307,Limpieza facial profunda con aparatología,Centre Terapèutic Estrada,Peeling,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/1/0541/1577856/vertic_372_270.jpg,44€
308,Limpieza facial profunda en Ambrosia Spa,Mimosi Beauty & Health Concept,Limpieza facial,10,https://www.atrapalo.com/common/photo/event/4/8/4/5059/1110919/vertic_372_270.jpg,55€
309,Lipo Láser: contorno corporal definido y piel reafirmada en minutos,Ambrosia Spa,Adelgazamiento,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/4/6268/1115297/vertic_372_270.jpg,"79,95€"
310,Los secretos de la cerveza en el místico restaurante Alquimia,Tu Espacio y Bienestar,Catas y elaboración de cerveza,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/9/1796/1520748/vertic_372_270.jpg,10€
311,Lífting de pestañas con efecto natural en Barcelona,Alquimia Barcelona,Peluquería y maquillaje,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/1/0544/1581738/vertic_372_270.jpg,36€
312,Maderoterapia y presoterapia: reducción de líquidos y grasa localizada,Mimosi Beauty & Health Concept,Presoterapia,Sin puntuación,Sin imagen,35€
313,Madre & hija en Ananda Spa ¡un plan perfecto para conectar!,La manzana de Eva,Manicuras y pedicuras,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/1/5484/985403/vertic_372_270.jpg,"34,50€"
314,Maridaje de vinos y foie,Ananda Spa,Catas y maridajes de vinos,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/1/3756/1596610/vertic_372_270.jpg,26€
315,Maridaje de vinos y tapas km 0: una experiencia gastronómica única,Espai Penedès,Catas y maridajes de vinos,9.7,https://www.atrapalo.com/common/photo/event/4/8/3/6339/1596079/vertic_372_270.jpg,30€
316,Masaje Relajante,"Cal Trapella, Cuina de Mercat",Masajes relajantes,Sin puntuación,Sin imagen,35€
317,Masaje Thai & Bali de 60 min en THAI SPA MASSAGE BARCELONA,Mimosi Beauty & Health Concept,Masajes tailandeses y orientales,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/5/2973/1166633/vertic_372_270.jpg,"68,70€"
318,"Masaje a elegir entre relajante, deportivo o descontracturante",Barcelona                                                         (Barcelona),Masajes terapéuticos y fisioterapia,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/7/3686/1583698/vertic_372_270.jpg,35€
319,"Masaje a la carta, elige tu camino al bienestar",Perfect Facespa,Masajes relajantes,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/0/5488/1548940/vertic_372_270.jpg,29€
320,"Masaje corporal de 45 minutos, la mejor puesta a punto",Institut de Salut Holística Centre de Formació,Masajes terapéuticos y fisioterapia,Sin puntuación,Sin imagen,45€
321,Masaje de chocolate: revitaliza tu piel y mejora tu bienestar,Centro Meye Barcelona,Chocolaterapia,10,https://www.atrapalo.com/common/photo/event/4/8/9/5274/1476023/vertic_372_270.jpg,49€
322,Masaje de chocolate: un viaje sensorial de relajación y bienestar,Despacio Spa Centre (Hotel H10 Marina Barcelona),Chocolaterapia,10,https://www.atrapalo.com/common/photo/event/4/8/7/1097/1515373/vertic_372_270.jpg,"34,99€"
323,Masaje descontracturante: alivia nudos y tensiones en tu espalda,La Crème,Masajes terapéuticos y fisioterapia,9.3,https://www.atrapalo.com/common/photo/event/4/0/1/58/1113008/vertic_372_270.jpg,44€
324,Masaje descontracturante: un alivio efectivo para tus músculos,Pakua Academy,Masajes terapéuticos y fisioterapia,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/1/0538/1578129/vertic_372_270.jpg,35€
325,Masaje dual: descontracturante y relajante para aliviar el estrés,Mimosi Beauty & Health Concept,Masajes terapéuticos y fisioterapia,9.3,https://www.atrapalo.com/common/photo/event/4/8/1/5441/1113011/vertic_372_270.jpg,44€
326,Masaje en Cueva de Sal: un servicio para renovarte,Pakua Academy,Masajes relajantes,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/1/0500/1577334/vertic_372_270.jpg,40€
328,Masaje exfoliante y aromaterapia: Un momento de desconexión,Despacio Spa Centre H10 Casanova,Aromaterapia,9.7,https://www.atrapalo.com/common/photo/event/4/8/0/9384/1438633/vertic_372_270.jpg,"40,90€"
329,Masaje personalizado y reflexología para eliminar dolores y tensiones,Relaxa't,Reflexología,8.7,https://www.atrapalo.com/common/photo/event/8/7/1/45/318377/vertic_372_270.jpg,40€
330,"Masaje reductor con cañas de bambú, ventosas chinas y aromaterapia",Tu Espacio y Bienestar,Adelgazamiento,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/1/2618/481433/vertic_372_270.jpg,"19,95€"
331,Masaje reductor con maderoterapia para eliminar grasa y celulitis,Nancy Center Spa Thailandés,Adelgazamiento,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/9/1289/1444800/vertic_372_270.jpg,40€
332,Masajes de 60 minutos para desconectar y renovar el cuerpo,Amicita By Martin Gaston,Masajes relajantes,9.1,https://www.atrapalo.com/common/photo/event/4/8/4/0841/1509873/vertic_372_270.jpg,45€
333,Masajes orientales y terapéuticos para una relajación total,Àmbar Thai Massages,Masajes tailandeses y orientales,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/0/3513/1535893/vertic_372_270.jpg,45€
334,Masajes personalizados para tu bienestar físico y mental,Qhali Kay,Masajes relajantes,9.4,https://www.atrapalo.com/common/photo/event/4/8/7/9378/1359529/vertic_372_270.jpg,"27,58€"
335,Masajes relajantes y terapéuticos para tu bienestar en Bonjour Madame,Bonjour Madame,Masajes terapéuticos y fisioterapia,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/7/9871/1361805/vertic_372_270.jpg,30€
336,Masterclass de coctelería en Iluzione Diagonal,Iluzione Diagonal,Cursos de cata y coctelería,10,Sin imagen,35€
337,Menú Romántico: Delicias para enamorar en Jardinet d'Aribau,Jardinet d'Aribau,Degustaciones y experiencias gastronómicas,Sin puntuación,Sin imagen,39€
338,Menú especial: cocktails ilimitados y platos deliciosos en Alquimia,Alquimia Barcelona,Degustaciones y experiencias gastronómicas,8.7,Sin imagen,35€
339,Menú italiano con maridaje de cocktails en Illuzione Diagonal,Iluzione Diagonal,Degustaciones y experiencias gastronómicas,10,Sin imagen,39€
340,Menú mediodia en un lugar encantador: Estació Espai Gastronòmic,L´Estació Espai Gastronòmic (Estació de França). Puerta Cafetería de la estació                                                         (Barcelona),Degustaciones y experiencias gastronómicas,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/0/9921/1573983/vertic_372_270.jpg,15€
341,Micropigmentación labial: el secreto para una sonrisa irresistible,Clínica Egos - Tenille Nascimiento                                                         (Barcelona),Peluquería y maquillaje,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/7/6606/1336408/vertic_372_270.jpg,249€
342,"Mimos para ti: facial, masaje y manicura",Ananda Spa,Peeling,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/2/5770/997390/vertic_372_270.jpg,69€
343,Momento mágico: Vermut y tapas en el oasis urbano del Jardinet,Jardinet del Born,"Vermuts, aperitivos y destilados",Sin puntuación,Sin imagen,7€
344,Momentos inolvidables: spa privado y tratamientos en grupo,Serena Spa en el Hotel Melià Barcelona Sky,Circuitos de agua,8.7,https://www.atrapalo.com/common/photo/event/4/8/7/9712/1405837/vertic_372_270.jpg,"44,95€"
345,Monasterio de Montserrat y almuerzo en una granja tradicional desde Barcelona,Barcelona                                                         (Barcelona),Excursiones de un día,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/6/4899/1254075/vertic_372_270.jpg,"73,20€"
346,Monstruos y glamour en el Passeig de Gracia,Paseo de Gracia                                                         (Barcelona),Rutas nocturnas y misteriosas,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/8/9099/1426523/vertic_372_270.jpg,"12,60€"
347,Mujeres olvidadas de Barcelona,Plaça Sant Jaume                                                         (Barcelona),Tours y rutas culturales,Sin puntuación,Sin imagen,16€
348,"Museo Dalí, pueblo medieval y Girona: excursión desde Barcelona",Avinguda Josep Tarradelles 1,Excursiones de un día,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/0/7131/1558717/vertic_372_270.jpg,"114,99€"
349,Navega a toda vela con la luz de la tarde,Puerto Olimpico - Amarre 1416                                                         (Barcelona),Excursiones y paseos en barco,10,https://www.atrapalo.com/common/photo/event/4/8/2/0291/645168/vertic_372_270.jpg,20€
350,Navega en privado por el litoral de barcelona,Port Olímpic                                                         (Barcelona),Excursiones y paseos en barco,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/6/9030/1414297/vertic_372_270.jpg,399€
351,Navega en velero con patrón por la mañana - Refreshing Morning Sail,Puerto Olimpico - Amarre 1416                                                         (Barcelona),Excursiones y paseos en barco,Sin puntuación,Sin imagen,35€
352,Navegación Chill Out en Catamarán por Barcelona,Moll de les Drassanes (Quiosco City Sailing Barcelona),Excursiones y paseos en barco,10,https://www.atrapalo.com/common/photo/event/4/8/9/1582/1586900/vertic_372_270.jpg,12€
353,Navegación a la hora del Vermouth,Port Olímpic                                                         (Barcelona),Excursiones y paseos en barco,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/6/7249/1270680/vertic_372_270.jpg,49€
354,Navegación en Goleta por la Costa de Barcelona,Moll de les Drassanes (Quiosco City Sailing Barcelona),Excursiones y paseos en barco,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/7/7238/1586919/vertic_372_270.jpg,15€
355,Navegación para grupos pequeños desde el puerto de Barcelona y surf de remo,Barcelona                                                         (Barcelona),Excursiones y paseos en barco,10,https://www.atrapalo.com/common/photo/event/4/8/5/2744/1164480/vertic_372_270.jpg,"51,20€"
356,Navegación romántica en Barcelona,Port Olímpic                                                         (Barcelona),Excursiones y paseos en barco,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/7/3012/1310233/vertic_372_270.jpg,250€
357,"Nosotros los judíos, el Call de Barcelona",Plaça Sant Jaume                                                         (Barcelona),Tours y rutas culturales,10,https://www.atrapalo.com/common/photo/event/4/8/8/9015/1425752/vertic_372_270.jpg,"12,60€"
358,"Oasis de relajación en Barcelona: masaje, piscina, sauna y vino",Cowshed Spa  (Soho House Barcelona),Masajes relajantes,9.2,https://www.atrapalo.com/common/photo/event/4/8/2/9118/1345952/vertic_372_270.jpg,65€
359,Obra maestra de Gaudí: Casa Batlló con guía experto y entradas STL,Barcelona                                                         (Barcelona),Tours y visitas guiadas,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/6/9146/1283008/vertic_372_270.jpg,"160,20€"
360,Open Sunset - Catamarán en Barcelona,Moll de Mestral (Port Olímpic de Barcelona)                                                         (Barcelona),Excursiones y paseos en barco,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/9/6498/1485810/vertic_372_270.jpg,64€
361,"Pack redefine tu figura: radiofrecuencia, presoterapia y cavitación",Centro Médico Meynde,Adelgazamiento,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/2/7589/1510907/vertic_372_270.jpg,"15,99€"
362,"Paella Barcelona: visita al mercado, tapas, sangría y clase de paella",Barcelona                                                         (Barcelona),Cursos de cocina,10,https://www.atrapalo.com/common/photo/event/4/8/8/3247/1386289/vertic_372_270.jpg,77€
363,"Park Güell y Sagrada Familia, la magia de Gaudí en Barcelona",Tienda Emporio Souvenirs Barcelona,Tours y visitas guiadas,8.7,https://www.atrapalo.com/common/photo/event/4/8/3/5388/1052733/vertic_372_270.jpg,127€
364,Paseo en Barco al Atardercer en Barcelona,Barcelona                                                         (Barcelona),Excursiones y paseos en barco,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/5/2824/1165299/vertic_372_270.jpg,"44,20€"
365,Paseo en velero con puesta de sol y concierto de guitarra española,SailingExperienceBcn,Excursiones y paseos en barco,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/9/1229/1444371/vertic_372_270.jpg,"63,70€"
366,"Piel a punto: exfoliación corporal, masaje e hidratación",Estética y terapias naturales Imma,Peelings corporales,9.7,https://www.atrapalo.com/common/photo/event/4/8/3/6093/1056838/vertic_372_270.jpg,39€
367,Piel radiante y perfecta con tratamiento de diamante y vitamina C,Benestar (varios centros en Barcelona)                                                         (Barcelona),Peeling,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/5/5632/1182384/vertic_372_270.jpg,51€
368,Piel radiante y suave: hidratación facial intensiva y masaje,Atelier del Benestar,Peeling,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/8/1060/1374670/vertic_372_270.jpg,38€
369,Piel suave y rejuvenecida con exfoliación y masaje relajante,Tu Espacio y Bienestar,Peelings corporales,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/4/0169/1584502/vertic_372_270.jpg,45€
370,Pinta retratos asombrosos en 3 horas con tecnología de proyección,Vullow Studios,Cursos de Manualidades y DIY,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/1/4754/1602438/vertic_372_270.jpg,49€
371,Pintura y vermut: ¡pinta un cuadro y degusta vermut!,Las Vermudas,Cursos de Manualidades y DIY,10,https://www.atrapalo.com/common/photo/event/4/8/8/4678/1411982/vertic_372_270.jpg,"24,99€"
372,"Pintura y vino, una experiencia creativa y social",Arte Bar Painting and Wine Studio,Cursos de Manualidades y DIY,10,https://www.atrapalo.com/common/photo/event/4/8/8/2311/1380532/vertic_372_270.jpg,"39,50€"
373,Poble Espanyol - Creepy Halloween Extreme,Poble Espanyol,Room Escape,Sin puntuación,Sin imagen,25€
374,Postura: recupera bienestar y vitalidad  con posturología,Servei Integral de Salut. SIS Bcn,Salud y bienestar,9.5,Sin imagen,50€
375,Pottery&Wine: crea cuencos mientras disfrutas de la experiencia,Mil Vueltas Studio,Cursos de Manualidades y DIY,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/8/5753/1402793/vertic_372_270.jpg,60€
376,Presoterapia Ballancer,Centre Terapèutic Estrada,Presoterapia,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/1/3992/1597891/vertic_372_270.jpg,30€
377,Presoterapia o gimnasia pasiva + masaje anticelulítico,Estética y terapias naturales Imma,Adelgazamiento,10,https://www.atrapalo.com/common/photo/event/4/8/5/7629/1511697/vertic_372_270.jpg,45€
378,Presoterapia y drenaje en piernas,Mimosi Beauty & Health Concept,Presoterapia,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/1/0516/1577491/vertic_372_270.jpg,30€
379,Presoterapia: drenaje linfático y reducción de celulitis en 5 sesiones,La Coqueta de Gràcia,Presoterapia,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/2/4972/1563643/vertic_372_270.jpg,110€
380,Prison Experience,Prison Experience,Room Escape,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/4/3027/1099205/vertic_372_270.jpg,20€
381,Puesta de sol en el mar a bordo de un velero de lujo en Barcelona,Port Olímpic                                                         (Barcelona),Excursiones y paseos en barco,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/6/8307/1277382/vertic_372_270.jpg,69€
382,"Radiofrecuencia facial, rejuvenece tu rostro",Tu Espacio y Bienestar,Radiofrecuencia facial,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/0/7291/1559885/vertic_372_270.jpg,65€
383,"Realidad virtual, diseño 3D, creación de videojuegos y tecnología",El Trencaclosques,Campamentos y talleres infantiles,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/0/5752/1587394/vertic_372_270.jpg,18€
384,"Recorrido a pie de tapas por Barcelona; Comida, vino e historia",Barcelona                                                         (Barcelona),Tours y rutas gastronómicas,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/5/2853/1165640/vertic_372_270.jpg,"56,70€"
385,Recorrido a pie por la historia oscura del Raval de Barcelona,Barcelona                                                         (Barcelona),Rutas nocturnas y misteriosas,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/7/8629/1349466/vertic_372_270.jpg,22€
386,"Recorrido de 3 horas en bicicleta eléctrica de Barcelona, la montaña de Montjuïc y el Barrio Gótico",Barcelona                                                         (Barcelona),Tours y rutas en bicicleta,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/5/2917/1166154/vertic_372_270.jpg,"35,70€"
387,Recorrido en bicicleta eléctrica por Barcelona de Gaudí o barrios bohemios,Barcelona                                                         (Barcelona),Tours y rutas en bicicleta,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/5/2657/1163609/vertic_372_270.jpg,"22,90€"
388,Recorrido en bicicleta por la ciudad de Barcelona: puntos destacados y joyas ocultas,Barcelona                                                         (Barcelona),Tours y rutas en bicicleta,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/5/2731/1164367/vertic_372_270.jpg,"28,40€"
389,Recorrido en bicicleta por lo más destacado de Barcelona,Barcelona                                                         (Barcelona),Tours y rutas en bicicleta,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/8/3253/1386341/vertic_372_270.jpg,"25,60€"
390,Recorrido en grupo reducido por el Barrio Gótico de Barcelona y El Born,Barcelona                                                         (Barcelona),Tours y visitas guiadas,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/7/6304/1334291/vertic_372_270.jpg,"19,20€"
391,Recorrido histórico y cultural en el Cementerio del Poble Nou,Cementerio de Poble Nou                                                         (Barcelona),Rutas nocturnas y misteriosas,9.5,Sin imagen,16€
392,Recorrido por las bodegas Priorat desde Barcelona con cata de vinos y almuerzo,Barcelona                                                         (Barcelona),Excursiones de un día,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/5/2818/1165249/vertic_372_270.jpg,"210,50€"
393,Recorrido privado sobre arte callejero con visita exclusiva a los estudios de los artistas,Barcelona                                                         (Barcelona),Tours y rutas culturales,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/7/8251/1346385/vertic_372_270.jpg,22€
394,Recorrido turístico por la ciudad de Barcelona en autobús con paradas libres,Barcelona                                                         (Barcelona),Autobús Turístico,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/6/4302/1249382/vertic_372_270.jpg,"16,50€"
395,Reflexología Podal + Masaje Craneo Cervical o Reiki,Atelier del Benestar,Reflexología,10,https://www.atrapalo.com/common/photo/event/4/8/7/7331/1341104/vertic_372_270.jpg,38€
396,Reflexología podal y masaje craneal,Mimosi Beauty & Health Concept,Reflexología,Sin puntuación,Sin imagen,35€
397,Regala exclusividad: experiencia de bienestar en Barcelona,Serena Spa en el Hotel Melià Barcelona Sky,Spas con gastronomía,10,https://www.atrapalo.com/common/photo/event/4/8/8/5117/1407216/vertic_372_270.jpg,"89,95€"
398,Regala relajación: bono regalo de spa y masaje en hoteles de 4* y 5*,"Varias localizaciones, consultar texto",Spas con masaje,9.4,https://www.atrapalo.com/common/photo/event/4/8/8/5747/1529787/vertic_372_270.jpg,70€
399,Regala un Taller de arte y exploración sensorial,Little Makers,Campamentos y talleres infantiles,9.4,https://www.atrapalo.com/common/photo/event/4/8/8/6876/1580467/vertic_372_270.jpg,"26,50€"
400,"Rejuvenece tu piel con Hifu: reduce, estiliza y revitaliza",La Divina Dama,Lifting facial,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/5/5265/1585738/vertic_372_270.jpg,180€
401,Rejuvenece tu rostro con Radiofrecuencia Facial,Bonjour Madame,Radiofrecuencia facial,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/8/0514/1585383/vertic_372_270.jpg,60€
402,Rejuvenece tu rostro con el tratamiento facial completo HIFU,Benestar (varios centros en Barcelona)                                                         (Barcelona),Lifting facial,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/8/6321/1510383/vertic_372_270.jpg,210€
403,Rejuvenecimiento facial completo con resultados espectaculares,Centro Médico Meynde,Lifting facial,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/2/7586/1007753/vertic_372_270.jpg,"29,99€"
404,Relaja y renueva tu cuerpo con el masaje ayurveda,Centre mans pel cos,Masajes tailandeses y orientales,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/4/7714/1123717/vertic_372_270.jpg,"49,99€"
405,Relajación plena: reiki y masaje craneofacial,Ambrosia Spa,Masaje facial,10,https://www.atrapalo.com/common/photo/event/4/8/4/5264/1111656/vertic_372_270.jpg,60€
406,Relajación total: exfoliación y masaje para una piel radiante,La Coqueta de Gràcia,Peelings corporales,8.7,https://www.atrapalo.com/common/photo/event/4/8/4/9093/1585733/vertic_372_270.jpg,36€
407,"Relax y romance: circuito termal y cena, ¡momento especial juntos!",Despacio Spa Centre (Hotel H10 Marina Barcelona),Circuitos de agua,8.9,https://www.atrapalo.com/common/photo/event/4/7/8/7661/1028984/vertic_372_270.jpg,"44,90€"
408,Relax y sabores: masaje 50' con comida para dos en Barcelona,Hotel Le Meridien Barcelona 5*,Masajes en pareja,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/0/1812/1522513/vertic_372_270.jpg,110€
409,Relájate y disfruta de un oasis de masaje y spa,Hotel Le Meridien Barcelona 5*,Spas con masaje,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/1/1349/1485039/vertic_372_270.jpg,55€
410,Relájate y renueva tu piel con este masaje facial,Hotel Le Meridien Barcelona 5*,Masaje facial,8.7,https://www.atrapalo.com/common/photo/event/4/8/9/6406/1485037/vertic_372_270.jpg,50€
411,Renovación de tu carnet de conducir en Centro Médico La Maquinista,Centro Médico La Maquinista,ITV y carnet de conducir,10,https://www.atrapalo.com/common/photo/event/4/9/0/5899/1551440/vertic_372_270.jpg,25€
412,Renueva tu cabello dañado con este tratamiento capilar reparador,Claudia reis Estilistas - Muntaner,Peluquería y maquillaje,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/7/3124/1602610/vertic_372_270.jpg,"39,99€"
413,Renueva tu carnet de conducir y otros permisos fácilmente,Centro Médico Sagrada Família,ITV y carnet de conducir,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/8/6057/1404856/vertic_372_270.jpg,"24,95€"
414,Renueva tu energía: descubre el masaje shiatsu en Ludicament,Espai psico-corporal (Ludicament),Masajes tailandeses y orientales,9.4,https://www.atrapalo.com/common/photo/event/4/8/1/0220/466930/vertic_372_270.jpg,35€
415,Renueva tu piel con Higiene Facial Diamante: ¡Elimina imperfecciones!,Body & Face,Peeling,10,https://www.atrapalo.com/common/photo/event/4/8/8/3840/1581735/vertic_372_270.jpg,40€
416,Renueva tu piel con Indiba: luminosidad y firmeza garantizadas,Body & Face,Radiofrecuencia facial,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/8/8/1150/1372105/vertic_372_270.jpg,69€
417,Renueva tu piel con un peeling facial y masaje relajante,Jove Galatea,Peeling,9.1,https://www.atrapalo.com/common/photo/event/7/2/5/13/251976/vertic_372_270.jpg,19€
418,"Ritual Armonía con aroma de café colombiano, cava, bombones y velas",Studio Andrea Valencia,Aromaterapia,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/0/7347/1560122/vertic_372_270.jpg,110€
419,Ritual de relajación con masaje y desayuno opcional,Serena SPA @ Balmoral,Spas con gastronomía,Sin puntuación,https://www.atrapalo.com/common/photo/event/4/9/1/0030/1574763/vertic_372_270.jpg,49€
420,Rooftop Yoga en el Hotel ME Barcelona,Hotel ME Barcelona 5*                                                         (Barcelona),Yoga y pilates,Sin puntuación,Sin imagen,30€
